cam,date,missing
WHWI,2018-10-16,0.0
WINR,2018-10-16,3.0
WIWR,2018-10-16,0.0
CVTP,2018-10-17,0.0
CVWF,2018-10-17,0.0
MTSR,2018-10-17,0.0
N,2018-10-17,9.0
P,2018-10-17,0.0
R,2018-10-17,0.0
RIMM,2018-10-17,0.0
T,2018-10-17,0.0
TOPI,2018-10-17,0.0
TOTM,2018-10-17,0.0
WHWI,2018-10-17,0.0
WINR,2018-10-17,0.0
WIWR,2018-10-17,0.0
CVTP,2018-10-18,0.0
CVWF,2018-10-18,0.0
MTSR,2018-10-18,0.0
N,2018-10-18,3.0
P,2018-10-18,0.0
R,2018-10-18,0.0
RIMM,2018-10-18,5.0
T,2018-10-18,0.0
TOPI,2018-10-18,0.0
TOTM,2018-10-18,0.0
WHWI,2018-10-18,0.0
WINR,2018-10-18,3.0
WIWR,2018-10-18,0.0
CVTP,2018-10-19,0.0
CVWF,2018-10-19,5.0
MTSR,2018-10-19,0.0
N,2018-10-19,3.0
P,2018-10-19,0.0
R,2018-10-19,0.0
RIMM,2018-10-19,0.0
T,2018-10-19,0.0
TOPI,2018-10-19,0.0
TOTM,2018-10-19,0.0
WHWI,2018-10-19,0.0
WINR,2018-10-19,4.0
WIWR,2018-10-19,0.0
CVTP,2018-10-20,0.0
CVWF,2018-10-20,16.0
MTSR,2018-10-20,0.0
N,2018-10-20,7.0
P,2018-10-20,0.0
R,2018-10-20,0.0
RIMM,2018-10-20,6.0
T,2018-10-20,0.0
TOPI,2018-10-20,0.0
TOTM,2018-10-20,0.0
WHWI,2018-10-20,0.0
WINR,2018-10-20,2.0
WIWR,2018-10-20,3.0
CVTP,2018-10-21,0.0
CVWF,2018-10-21,15.0
MTSR,2018-10-21,0.0
N,2018-10-21,2.0
P,2018-10-21,0.0
R,2018-10-21,0.0
RIMM,2018-10-21,0.0
T,2018-10-21,0.0
TOPI,2018-10-21,0.0
TOTM,2018-10-21,0.0
WHWI,2018-10-21,0.0
WINR,2018-10-21,2.0
WIWR,2018-10-21,11.0
CVTP,2018-10-22,0.0
CVWF,2018-10-22,0.0
MTSR,2018-10-22,0.0
N,2018-10-22,2.0
P,2018-10-22,0.0
R,2018-10-22,0.0
RIMM,2018-10-22,0.0
T,2018-10-22,0.0
TOPI,2018-10-22,0.0
TOTM,2018-10-22,0.0
WHWI,2018-10-22,0.0
WINR,2018-10-22,1.0
WIWR,2018-10-22,1.0
CVTP,2018-10-23,0.0
CVWF,2018-10-23,3.0
MTSR,2018-10-23,0.0
N,2018-10-23,8.0
P,2018-10-23,0.0
R,2018-10-23,0.0
RIMM,2018-10-23,6.0
T,2018-10-23,0.0
TOPI,2018-10-23,0.0
TOTM,2018-10-23,0.0
WHWI,2018-10-23,0.0
WINR,2018-10-23,3.0
WIWR,2018-10-23,7.0
CVTP,2018-10-24,1.0
CVWF,2018-10-24,1.0
MTSR,2018-10-24,1.0
N,2018-10-24,7.0
P,2018-10-24,1.0
R,2018-10-24,0.0
RIMM,2018-10-24,2.0
T,2018-10-24,0.0
TOPI,2018-10-24,0.0
TOTM,2018-10-24,0.0
WHWI,2018-10-24,0.0
WINR,2018-10-24,3.0
WIWR,2018-10-24,1.0
CVTP,2018-10-25,0.0
CVWF,2018-10-25,0.0
MTSR,2018-10-25,0.0
N,2018-10-25,1.0
P,2018-10-25,0.0
R,2018-10-25,0.0
RIMM,2018-10-25,0.0
T,2018-10-25,0.0
TOPI,2018-10-25,0.0
TOTM,2018-10-25,0.0
WHWI,2018-10-25,0.0
WINR,2018-10-25,2.0
WIWR,2018-10-25,2.0
CVTP,2018-10-26,0.0
CVWF,2018-10-26,0.0
MTSR,2018-10-26,0.0
N,2018-10-26,6.0
P,2018-10-26,0.0
R,2018-10-26,0.0
RIMM,2018-10-26,13.0
T,2018-10-26,0.0
TOPI,2018-10-26,0.0
TOTM,2018-10-26,0.0
WHWI,2018-10-26,0.0
WINR,2018-10-26,2.0
WIWR,2018-10-26,15.0
CVTP,2018-10-27,0.0
CVWF,2018-10-27,0.0
MTSR,2018-10-27,0.0
N,2018-10-27,2.0
P,2018-10-27,0.0
R,2018-10-27,0.0
RIMM,2018-10-27,7.0
T,2018-10-27,0.0
TOPI,2018-10-27,0.0
TOTM,2018-10-27,0.0
WHWI,2018-10-27,0.0
WINR,2018-10-27,2.0
WIWR,2018-10-27,5.0
CVTP,2018-10-28,0.0
CVWF,2018-10-28,0.0
MTSR,2018-10-28,0.0
N,2018-10-28,8.0
P,2018-10-28,0.0
R,2018-10-28,0.0
RIMM,2018-10-28,9.0
T,2018-10-28,0.0
TOPI,2018-10-28,0.0
TOTM,2018-10-28,0.0
WHWI,2018-10-28,0.0
WINR,2018-10-28,4.0
WIWR,2018-10-28,0.0
CVTP,2018-10-29,0.0
CVWF,2018-10-29,0.0
MTSR,2018-10-29,0.0
N,2018-10-29,5.0
P,2018-10-29,0.0
R,2018-10-29,0.0
RIMM,2018-10-29,1.0
T,2018-10-29,0.0
TOPI,2018-10-29,0.0
TOTM,2018-10-29,1.0
WHWI,2018-10-29,0.0
WINR,2018-10-29,4.0
WIWR,2018-10-29,0.0
CVTP,2018-10-30,0.0
CVWF,2018-10-30,0.0
MTSR,2018-10-30,0.0
N,2018-10-30,1.0
P,2018-10-30,0.0
R,2018-10-30,0.0
RIMM,2018-10-30,13.0
T,2018-10-30,0.0
TOPI,2018-10-30,0.0
TOTM,2018-10-30,0.0
WHWI,2018-10-30,0.0
WINR,2018-10-30,0.0
WIWR,2018-10-30,4.0
CVTP,2018-10-31,0.0
CVWF,2018-10-31,0.0
MTSR,2018-10-31,0.0
N,2018-10-31,11.0
P,2018-10-31,0.0
R,2018-10-31,0.0
RIMM,2018-10-31,23.0
T,2018-10-31,0.0
TOPI,2018-10-31,0.0
TOTM,2018-10-31,0.0
WHWI,2018-10-31,0.0
WINR,2018-10-31,3.0
WIWR,2018-10-31,0.0
CVTP,2018-11-01,0.0
CVWF,2018-11-01,1.0
MTSR,2018-11-01,0.0
N,2018-11-01,3.0
P,2018-11-01,0.0
R,2018-11-01,0.0
RIMM,2018-11-01,2.0
T,2018-11-01,0.0
TOPI,2018-11-01,0.0
TOTM,2018-11-01,0.0
WHWI,2018-11-01,0.0
WINR,2018-11-01,5.0
WIWR,2018-11-01,1.0
CVTP,2018-11-02,0.0
CVWF,2018-11-02,3.0
MTSR,2018-11-02,2.0
N,2018-11-02,1.0
P,2018-11-02,0.0
R,2018-11-02,0.0
RIMM,2018-11-02,0.0
T,2018-11-02,0.0
TOPI,2018-11-02,0.0
TOTM,2018-11-02,0.0
WHWI,2018-11-02,0.0
WINR,2018-11-02,3.0
WIWR,2018-11-02,1.0
CVTP,2018-11-03,0.0
CVWF,2018-11-03,0.0
MTSR,2018-11-03,0.0
N,2018-11-03,4.0
P,2018-11-03,0.0
R,2018-11-03,0.0
RIMM,2018-11-03,17.0
T,2018-11-03,0.0
TOPI,2018-11-03,0.0
TOTM,2018-11-03,0.0
WHWI,2018-11-03,0.0
WINR,2018-11-03,2.0
WIWR,2018-11-03,4.0
CVTP,2018-11-04,0.0
CVWF,2018-11-04,0.0
MTSR,2018-11-04,0.0
N,2018-11-04,4.0
P,2018-11-04,0.0
R,2018-11-04,0.0
RIMM,2018-11-04,74.0
T,2018-11-04,0.0
TOPI,2018-11-04,0.0
TOTM,2018-11-04,0.0
WHWI,2018-11-04,0.0
WINR,2018-11-04,2.0
WIWR,2018-11-04,0.0
CVTP,2018-11-05,1.0
CVWF,2018-11-05,1.0
MTSR,2018-11-05,1.0
N,2018-11-05,10.0
P,2018-11-05,1.0
R,2018-11-05,0.0
RIMM,2018-11-05,87.0
T,2018-11-05,0.0
TOPI,2018-11-05,0.0
TOTM,2018-11-05,0.0
WHWI,2018-11-05,0.0
WINR,2018-11-05,5.0
WIWR,2018-11-05,1.0
CVTP,2018-11-06,0.0
CVWF,2018-11-06,1.0
MTSR,2018-11-06,0.0
N,2018-11-06,1.0
P,2018-11-06,0.0
R,2018-11-06,0.0
RIMM,2018-11-06,54.0
T,2018-11-06,0.0
TOPI,2018-11-06,0.0
TOTM,2018-11-06,0.0
WHWI,2018-11-06,0.0
WINR,2018-11-06,1.0
WIWR,2018-11-06,0.0
CVTP,2018-11-07,0.0
CVWF,2018-11-07,0.0
MTSR,2018-11-07,0.0
N,2018-11-07,2.0
P,2018-11-07,0.0
R,2018-11-07,0.0
RIMM,2018-11-07,0.0
T,2018-11-07,0.0
TOPI,2018-11-07,0.0
TOTM,2018-11-07,0.0
WHWI,2018-11-07,0.0
WINR,2018-11-07,3.0
WIWR,2018-11-07,3.0
CVTP,2018-11-08,0.0
CVWF,2018-11-08,0.0
MTSR,2018-11-08,0.0
N,2018-11-08,3.0
P,2018-11-08,0.0
R,2018-11-08,0.0
RIMM,2018-11-08,1.0
T,2018-11-08,0.0
TOPI,2018-11-08,0.0
TOTM,2018-11-08,0.0
WHWI,2018-11-08,0.0
WINR,2018-11-08,4.0
WIWR,2018-11-08,9.0
CVTP,2018-11-09,0.0
CVWF,2018-11-09,0.0
MTSR,2018-11-09,0.0
N,2018-11-09,5.0
P,2018-11-09,0.0
R,2018-11-09,0.0
RIMM,2018-11-09,0.0
T,2018-11-09,0.0
TOPI,2018-11-09,0.0
TOTM,2018-11-09,0.0
WHWI,2018-11-09,0.0
WINR,2018-11-09,1.0
WIWR,2018-11-09,3.0
CVTP,2018-11-10,0.0
CVWF,2018-11-10,0.0
MTSR,2018-11-10,0.0
N,2018-11-10,2.0
P,2018-11-10,0.0
R,2018-11-10,0.0
RIMM,2018-11-10,23.0
T,2018-11-10,0.0
TOPI,2018-11-10,0.0
TOTM,2018-11-10,0.0
WHWI,2018-11-10,0.0
WINR,2018-11-10,4.0
WIWR,2018-11-10,0.0
CVTP,2018-11-11,0.0
CVWF,2018-11-11,0.0
MTSR,2018-11-11,0.0
N,2018-11-11,12.0
P,2018-11-11,0.0
R,2018-11-11,0.0
RIMM,2018-11-11,34.0
T,2018-11-11,0.0
TOPI,2018-11-11,0.0
TOTM,2018-11-11,0.0
WHWI,2018-11-11,0.0
WINR,2018-11-11,4.0
WIWR,2018-11-11,0.0
CVTP,2018-11-12,0.0
CVWF,2018-11-12,0.0
MTSR,2018-11-12,0.0
N,2018-11-12,2.0
P,2018-11-12,0.0
R,2018-11-12,0.0
RIMM,2018-11-12,10.0
T,2018-11-12,0.0
TOPI,2018-11-12,0.0
TOTM,2018-11-12,0.0
WHWI,2018-11-12,0.0
WINR,2018-11-12,1.0
WIWR,2018-11-12,7.0
CVTP,2018-11-13,0.0
CVWF,2018-11-13,0.0
MTSR,2018-11-13,0.0
N,2018-11-13,9.0
P,2018-11-13,0.0
R,2018-11-13,0.0
RIMM,2018-11-13,27.0
T,2018-11-13,0.0
TOPI,2018-11-13,0.0
TOTM,2018-11-13,0.0
WHWI,2018-11-13,0.0
WINR,2018-11-13,4.0
WIWR,2018-11-13,2.0
CVTP,2018-11-14,0.0
CVWF,2018-11-14,0.0
MTSR,2018-11-14,0.0
N,2018-11-14,1.0
P,2018-11-14,0.0
R,2018-11-14,0.0
RIMM,2018-11-14,34.0
T,2018-11-14,0.0
TOPI,2018-11-14,0.0
TOTM,2018-11-14,0.0
WHWI,2018-11-14,0.0
WINR,2018-11-14,0.0
WIWR,2018-11-14,0.0
CVTP,2018-11-15,0.0
CVWF,2018-11-15,2.0
MTSR,2018-11-15,0.0
N,2018-11-15,5.0
P,2018-11-15,0.0
R,2018-11-15,0.0
RIMM,2018-11-15,24.0
T,2018-11-15,0.0
TOPI,2018-11-15,0.0
TOTM,2018-11-15,0.0
WHWI,2018-11-15,0.0
WINR,2018-11-15,3.0
WIWR,2018-11-15,0.0
CVTP,2018-11-16,0.0
CVWF,2018-11-16,0.0
MTSR,2018-11-16,0.0
N,2018-11-16,5.0
P,2018-11-16,0.0
R,2018-11-16,0.0
RIMM,2018-11-16,0.0
T,2018-11-16,0.0
TOPI,2018-11-16,0.0
TOTM,2018-11-16,0.0
WHWI,2018-11-16,0.0
WINR,2018-11-16,1.0
WIWR,2018-11-16,0.0
CVTP,2018-11-17,0.0
CVWF,2018-11-17,0.0
MTSR,2018-11-17,0.0
N,2018-11-17,7.0
P,2018-11-17,0.0
R,2018-11-17,0.0
RIMM,2018-11-17,0.0
T,2018-11-17,0.0
TOPI,2018-11-17,0.0
TOTM,2018-11-17,0.0
WHWI,2018-11-17,0.0
WINR,2018-11-17,3.0
WIWR,2018-11-17,0.0
CVTP,2018-11-18,0.0
CVWF,2018-11-18,0.0
MTSR,2018-11-18,0.0
N,2018-11-18,7.0
P,2018-11-18,0.0
R,2018-11-18,0.0
RIMM,2018-11-18,2.0
T,2018-11-18,0.0
TOPI,2018-11-18,0.0
TOTM,2018-11-18,0.0
WHWI,2018-11-18,0.0
WINR,2018-11-18,0.0
WIWR,2018-11-18,0.0
CVTP,2018-11-19,0.0
CVWF,2018-11-19,0.0
MTSR,2018-11-19,0.0
N,2018-11-19,5.0
P,2018-11-19,0.0
R,2018-11-19,0.0
RIMM,2018-11-19,21.0
T,2018-11-19,0.0
TOPI,2018-11-19,0.0
TOTM,2018-11-19,0.0
WHWI,2018-11-19,0.0
WINR,2018-11-19,1.0
WIWR,2018-11-19,0.0
CVTP,2018-11-20,0.0
CVWF,2018-11-20,0.0
MTSR,2018-11-20,0.0
N,2018-11-20,6.0
P,2018-11-20,0.0
R,2018-11-20,0.0
RIMM,2018-11-20,1.0
T,2018-11-20,0.0
TOPI,2018-11-20,0.0
TOTM,2018-11-20,0.0
WHWI,2018-11-20,0.0
WINR,2018-11-20,5.0
WIWR,2018-11-20,6.0
CVTP,2018-11-21,0.0
CVWF,2018-11-21,0.0
MTSR,2018-11-21,0.0
N,2018-11-21,11.0
P,2018-11-21,0.0
R,2018-11-21,0.0
RIMM,2018-11-21,0.0
T,2018-11-21,0.0
TOPI,2018-11-21,0.0
TOTM,2018-11-21,0.0
WHWI,2018-11-21,0.0
WINR,2018-11-21,4.0
WIWR,2018-11-21,4.0
CVTP,2018-11-22,0.0
CVWF,2018-11-22,0.0
MTSR,2018-11-22,0.0
N,2018-11-22,1.0
P,2018-11-22,0.0
R,2018-11-22,0.0
RIMM,2018-11-22,5.0
T,2018-11-22,0.0
TOPI,2018-11-22,0.0
TOTM,2018-11-22,0.0
WHWI,2018-11-22,0.0
WINR,2018-11-22,4.0
WIWR,2018-11-22,5.0
CVTP,2018-11-23,0.0
CVWF,2018-11-23,5.0
MTSR,2018-11-23,0.0
N,2018-11-23,6.0
P,2018-11-23,0.0
R,2018-11-23,0.0
RIMM,2018-11-23,0.0
T,2018-11-23,0.0
TOPI,2018-11-23,0.0
TOTM,2018-11-23,0.0
WHWI,2018-11-23,0.0
WINR,2018-11-23,2.0
WIWR,2018-11-23,3.0
CVTP,2018-11-24,0.0
CVWF,2018-11-24,1.0
MTSR,2018-11-24,0.0
N,2018-11-24,2.0
P,2018-11-24,0.0
R,2018-11-24,0.0
RIMM,2018-11-24,0.0
T,2018-11-24,0.0
TOPI,2018-11-24,0.0
TOTM,2018-11-24,0.0
WHWI,2018-11-24,0.0
WINR,2018-11-24,2.0
WIWR,2018-11-24,20.0
CVTP,2018-11-25,0.0
CVWF,2018-11-25,1.0
MTSR,2018-11-25,0.0
N,2018-11-25,4.0
P,2018-11-25,0.0
R,2018-11-25,0.0
RIMM,2018-11-25,10.0
T,2018-11-25,0.0
TOPI,2018-11-25,0.0
TOTM,2018-11-25,0.0
WHWI,2018-11-25,0.0
WINR,2018-11-25,3.0
WIWR,2018-11-25,16.0
CVTP,2018-11-26,0.0
CVWF,2018-11-26,3.0
MTSR,2018-11-26,0.0
N,2018-11-26,6.0
P,2018-11-26,0.0
R,2018-11-26,0.0
RIMM,2018-11-26,2.0
T,2018-11-26,0.0
TOPI,2018-11-26,0.0
TOTM,2018-11-26,0.0
WHWI,2018-11-26,0.0
WINR,2018-11-26,2.0
WIWR,2018-11-26,0.0
CVTP,2018-11-27,1.0
CVWF,2018-11-27,0.0
MTSR,2018-11-27,0.0
N,2018-11-27,2.0
P,2018-11-27,1.0
R,2018-11-27,0.0
RIMM,2018-11-27,3.0
T,2018-11-27,0.0
TOPI,2018-11-27,1.0
TOTM,2018-11-27,0.0
WHWI,2018-11-27,0.0
WINR,2018-11-27,2.0
WIWR,2018-11-27,8.0
CVTP,2018-11-28,0.0
CVWF,2018-11-28,0.0
MTSR,2018-11-28,0.0
N,2018-11-28,7.0
P,2018-11-28,0.0
R,2018-11-28,0.0
RIMM,2018-11-28,7.0
T,2018-11-28,0.0
TOPI,2018-11-28,0.0
TOTM,2018-11-28,0.0
WHWI,2018-11-28,0.0
WINR,2018-11-28,3.0
WIWR,2018-11-28,0.0
CVTP,2018-11-29,0.0
CVWF,2018-11-29,4.0
MTSR,2018-11-29,0.0
N,2018-11-29,7.0
P,2018-11-29,0.0
R,2018-11-29,0.0
RIMM,2018-11-29,1.0
T,2018-11-29,0.0
TOPI,2018-11-29,0.0
TOTM,2018-11-29,0.0
WHWI,2018-11-29,0.0
WINR,2018-11-29,3.0
WIWR,2018-11-29,0.0
CVTP,2018-11-30,0.0
CVWF,2018-11-30,0.0
MTSR,2018-11-30,0.0
N,2018-11-30,6.0
P,2018-11-30,0.0
R,2018-11-30,0.0
RIMM,2018-11-30,0.0
T,2018-11-30,0.0
TOPI,2018-11-30,0.0
TOTM,2018-11-30,0.0
WHWI,2018-11-30,0.0
WINR,2018-11-30,3.0
WIWR,2018-11-30,0.0
CVTP,2018-12-01,0.0
CVWF,2018-12-01,1.0
MTSR,2018-12-01,0.0
N,2018-12-01,5.0
P,2018-12-01,0.0
R,2018-12-01,0.0
RIMM,2018-12-01,1.0
T,2018-12-01,0.0
TOPI,2018-12-01,0.0
TOTM,2018-12-01,0.0
WHWI,2018-12-01,0.0
WINR,2018-12-01,3.0
WIWR,2018-12-01,11.0
CVTP,2018-12-02,0.0
CVWF,2018-12-02,1.0
MTSR,2018-12-02,0.0
N,2018-12-02,7.0
P,2018-12-02,0.0
R,2018-12-02,0.0
RIMM,2018-12-02,0.0
T,2018-12-02,0.0
TOPI,2018-12-02,0.0
TOTM,2018-12-02,0.0
WHWI,2018-12-02,0.0
WINR,2018-12-02,3.0
WIWR,2018-12-02,1.0
CVTP,2018-12-03,0.0
CVWF,2018-12-03,1.0
MTSR,2018-12-03,0.0
N,2018-12-03,0.0
P,2018-12-03,0.0
R,2018-12-03,0.0
RIMM,2018-12-03,0.0
T,2018-12-03,0.0
TOPI,2018-12-03,0.0
TOTM,2018-12-03,0.0
WHWI,2018-12-03,0.0
WINR,2018-12-03,2.0
WIWR,2018-12-03,11.0
CVTP,2018-12-04,0.0
CVWF,2018-12-04,0.0
MTSR,2018-12-04,0.0
N,2018-12-04,15.0
P,2018-12-04,0.0
R,2018-12-04,0.0
RIMM,2018-12-04,0.0
T,2018-12-04,0.0
TOPI,2018-12-04,0.0
TOTM,2018-12-04,0.0
WHWI,2018-12-04,0.0
WINR,2018-12-04,2.0
WIWR,2018-12-04,0.0
CVTP,2018-12-05,0.0
CVWF,2018-12-05,0.0
MTSR,2018-12-05,0.0
N,2018-12-05,5.0
P,2018-12-05,0.0
R,2018-12-05,0.0
RIMM,2018-12-05,0.0
T,2018-12-05,0.0
TOPI,2018-12-05,0.0
TOTM,2018-12-05,0.0
WHWI,2018-12-05,0.0
WINR,2018-12-05,2.0
WIWR,2018-12-05,0.0
CVTP,2018-12-06,0.0
CVWF,2018-12-06,0.0
MTSR,2018-12-06,0.0
N,2018-12-06,4.0
P,2018-12-06,0.0
R,2018-12-06,0.0
RIMM,2018-12-06,0.0
T,2018-12-06,0.0
TOPI,2018-12-06,0.0
TOTM,2018-12-06,0.0
WHWI,2018-12-06,0.0
WINR,2018-12-06,3.0
WIWR,2018-12-06,0.0
CVTP,2018-12-07,0.0
CVWF,2018-12-07,0.0
MTSR,2018-12-07,0.0
N,2018-12-07,1.0
P,2018-12-07,0.0
R,2018-12-07,0.0
RIMM,2018-12-07,0.0
T,2018-12-07,0.0
TOPI,2018-12-07,0.0
TOTM,2018-12-07,0.0
WHWI,2018-12-07,0.0
WINR,2018-12-07,1.0
WIWR,2018-12-07,0.0
CVTP,2018-12-08,1.0
CVWF,2018-12-08,3.0
MTSR,2018-12-08,1.0
N,2018-12-08,7.0
P,2018-12-08,1.0
R,2018-12-08,1.0
RIMM,2018-12-08,0.0
T,2018-12-08,1.0
TOPI,2018-12-08,1.0
TOTM,2018-12-08,1.0
WHWI,2018-12-08,0.0
WINR,2018-12-08,1.0
WIWR,2018-12-08,0.0
CVTP,2018-12-09,0.0
CVWF,2018-12-09,3.0
MTSR,2018-12-09,0.0
N,2018-12-09,3.0
P,2018-12-09,0.0
R,2018-12-09,0.0
RIMM,2018-12-09,0.0
T,2018-12-09,0.0
TOPI,2018-12-09,0.0
TOTM,2018-12-09,0.0
WHWI,2018-12-09,0.0
WINR,2018-12-09,2.0
WIWR,2018-12-09,0.0
CVTP,2018-12-10,0.0
CVWF,2018-12-10,3.0
MTSR,2018-12-10,0.0
N,2018-12-10,4.0
P,2018-12-10,0.0
R,2018-12-10,0.0
RIMM,2018-12-10,0.0
T,2018-12-10,0.0
TOPI,2018-12-10,0.0
TOTM,2018-12-10,0.0
WHWI,2018-12-10,0.0
WINR,2018-12-10,0.0
WIWR,2018-12-10,4.0
CVTP,2018-12-11,0.0
CVWF,2018-12-11,2.0
MTSR,2018-12-11,0.0
N,2018-12-11,7.0
P,2018-12-11,0.0
R,2018-12-11,0.0
RIMM,2018-12-11,0.0
T,2018-12-11,0.0
TOPI,2018-12-11,0.0
TOTM,2018-12-11,0.0
WHWI,2018-12-11,0.0
WINR,2018-12-11,1.0
WIWR,2018-12-11,0.0
CVTP,2018-12-12,4.0
CVWF,2018-12-12,5.0
MTSR,2018-12-12,2.0
N,2018-12-12,1.0
P,2018-12-12,2.0
R,2018-12-12,0.0
RIMM,2018-12-12,2.0
T,2018-12-12,0.0
TOPI,2018-12-12,0.0
TOTM,2018-12-12,0.0
WHWI,2018-12-12,0.0
WINR,2018-12-12,3.0
WIWR,2018-12-12,2.0
CVTP,2018-12-13,0.0
CVWF,2018-12-13,3.0
MTSR,2018-12-13,0.0
N,2018-12-13,7.0
P,2018-12-13,0.0
R,2018-12-13,0.0
RIMM,2018-12-13,0.0
T,2018-12-13,0.0
TOPI,2018-12-13,0.0
TOTM,2018-12-13,1.0
WHWI,2018-12-13,0.0
WINR,2018-12-13,1.0
WIWR,2018-12-13,0.0
CVTP,2018-12-14,1.0
CVWF,2018-12-14,4.0
MTSR,2018-12-14,1.0
N,2018-12-14,4.0
P,2018-12-14,1.0
R,2018-12-14,1.0
RIMM,2018-12-14,0.0
T,2018-12-14,0.0
TOPI,2018-12-14,1.0
TOTM,2018-12-14,1.0
WHWI,2018-12-14,0.0
WINR,2018-12-14,3.0
WIWR,2018-12-14,1.0
CVTP,2018-12-15,1.0
CVWF,2018-12-15,46.0
MTSR,2018-12-15,0.0
N,2018-12-15,15.0
P,2018-12-15,0.0
R,2018-12-15,0.0
RIMM,2018-12-15,0.0
T,2018-12-15,0.0
TOPI,2018-12-15,0.0
TOTM,2018-12-15,0.0
WHWI,2018-12-15,0.0
WINR,2018-12-15,9.0
WIWR,2018-12-15,0.0
CVTP,2018-12-16,1.0
CVWF,2018-12-16,2.0
MTSR,2018-12-16,0.0
N,2018-12-16,2.0
P,2018-12-16,0.0
R,2018-12-16,0.0
RIMM,2018-12-16,4.0
T,2018-12-16,0.0
TOPI,2018-12-16,0.0
TOTM,2018-12-16,0.0
WHWI,2018-12-16,0.0
WINR,2018-12-16,2.0
WIWR,2018-12-16,0.0
CVTP,2018-12-17,6.0
CVWF,2018-12-17,3.0
MTSR,2018-12-17,0.0
N,2018-12-17,2.0
P,2018-12-17,0.0
R,2018-12-17,0.0
RIMM,2018-12-17,2.0
T,2018-12-17,0.0
TOPI,2018-12-17,0.0
TOTM,2018-12-17,0.0
WHWI,2018-12-17,0.0
WINR,2018-12-17,2.0
WIWR,2018-12-17,0.0
CVTP,2018-12-18,3.0
CVWF,2018-12-18,3.0
MTSR,2018-12-18,0.0
N,2018-12-18,11.0
P,2018-12-18,0.0
R,2018-12-18,0.0
RIMM,2018-12-18,0.0
T,2018-12-18,0.0
TOPI,2018-12-18,0.0
TOTM,2018-12-18,0.0
WHWI,2018-12-18,0.0
WINR,2018-12-18,1.0
WIWR,2018-12-18,0.0
CVTP,2018-12-19,0.0
CVWF,2018-12-19,9.0
MTSR,2018-12-19,0.0
N,2018-12-19,2.0
P,2018-12-19,0.0
R,2018-12-19,0.0
RIMM,2018-12-19,0.0
T,2018-12-19,0.0
TOPI,2018-12-19,0.0
TOTM,2018-12-19,0.0
WHWI,2018-12-19,0.0
WINR,2018-12-19,2.0
WIWR,2018-12-19,3.0
CVTP,2018-12-20,10.0
CVWF,2018-12-20,1.0
MTSR,2018-12-20,0.0
N,2018-12-20,5.0
P,2018-12-20,0.0
R,2018-12-20,0.0
RIMM,2018-12-20,0.0
T,2018-12-20,0.0
TOPI,2018-12-20,0.0
TOTM,2018-12-20,1.0
WHWI,2018-12-20,0.0
WINR,2018-12-20,0.0
WIWR,2018-12-20,0.0
CVTP,2018-12-21,4.0
CVWF,2018-12-21,1.0
MTSR,2018-12-21,0.0
N,2018-12-21,10.0
P,2018-12-21,0.0
R,2018-12-21,0.0
RIMM,2018-12-21,5.0
T,2018-12-21,0.0
TOPI,2018-12-21,0.0
TOTM,2018-12-21,0.0
WHWI,2018-12-21,0.0
WINR,2018-12-21,1.0
WIWR,2018-12-21,0.0
CVTP,2018-12-22,0.0
CVWF,2018-12-22,14.0
MTSR,2018-12-22,0.0
N,2018-12-22,2.0
P,2018-12-22,0.0
R,2018-12-22,0.0
RIMM,2018-12-22,0.0
T,2018-12-22,0.0
TOPI,2018-12-22,0.0
TOTM,2018-12-22,0.0
WHWI,2018-12-22,0.0
WINR,2018-12-22,5.0
WIWR,2018-12-22,0.0
CVTP,2018-12-23,3.0
CVWF,2018-12-23,1.0
MTSR,2018-12-23,0.0
N,2018-12-23,2.0
P,2018-12-23,0.0
R,2018-12-23,0.0
RIMM,2018-12-23,1.0
T,2018-12-23,0.0
TOPI,2018-12-23,0.0
TOTM,2018-12-23,0.0
WHWI,2018-12-23,0.0
WINR,2018-12-23,3.0
WIWR,2018-12-23,4.0
CVTP,2018-12-24,0.0
CVWF,2018-12-24,3.0
MTSR,2018-12-24,0.0
N,2018-12-24,22.0
P,2018-12-24,0.0
R,2018-12-24,4.0
RIMM,2018-12-24,0.0
T,2018-12-24,4.0
TOPI,2018-12-24,4.0
TOTM,2018-12-24,4.0
WHWI,2018-12-24,4.0
WINR,2018-12-24,2.0
WIWR,2018-12-24,2.0
CVTP,2018-12-25,1.0
CVWF,2018-12-25,2.0
MTSR,2018-12-25,0.0
N,2018-12-25,13.0
P,2018-12-25,0.0
R,2018-12-25,0.0
RIMM,2018-12-25,0.0
T,2018-12-25,0.0
TOPI,2018-12-25,0.0
TOTM,2018-12-25,0.0
WHWI,2018-12-25,0.0
WINR,2018-12-25,3.0
WIWR,2018-12-25,0.0
CVTP,2018-12-26,0.0
CVWF,2018-12-26,3.0
MTSR,2018-12-26,0.0
N,2018-12-26,1.0
P,2018-12-26,0.0
R,2018-12-26,0.0
RIMM,2018-12-26,1.0
T,2018-12-26,0.0
TOPI,2018-12-26,0.0
TOTM,2018-12-26,0.0
WHWI,2018-12-26,0.0
WINR,2018-12-26,2.0
WIWR,2018-12-26,0.0
CVTP,2018-12-27,0.0
CVWF,2018-12-27,1.0
MTSR,2018-12-27,0.0
N,2018-12-27,10.0
P,2018-12-27,0.0
R,2018-12-27,0.0
